,link,parsed_lists
52,https://fi.linkedin.com/jobs/view/azure-data-engineer-at-nigel-frank-international-3724852815?refId=nAn2p2k7G4FIJ8UO%2B64tEQ%3D%3D&trackingId=AEA%2BmzfivaLjzCl%2FmnbonQ%3D%3D&position=3&pageNum=2&trk=public_jobs_jserp-result_search-card," You have a few years of experience in data warehousing (e.g. ETL) or integrations, and especially in Microsoft SQL Server databases.
 In addition to technical skills, the clients expects you to have experience in teamwork in the customer interface and the ability to promote development work independently.
 They value the experience of Azure, Microsoft on-premises analytics solutions and Master Data Management,
 The desire to learn and develop into a top-class Azure expert.
 Fluency in Finnish & English"
52,https://fi.linkedin.com/jobs/view/azure-data-engineer-at-nigel-frank-international-3724852815?refId=nAn2p2k7G4FIJ8UO%2B64tEQ%3D%3D&trackingId=AEA%2BmzfivaLjzCl%2FmnbonQ%3D%3D&position=3&pageNum=2&trk=public_jobs_jserp-result_search-card," Excellent salary & benefits package
 They have built a quality senior team, sourcing only the best talent across Finland to ensure a high quality output
 Always work in project teams, no fire fighting
 Completely Azure based projects in the private sector
 Outsourced boring maintenance work to ensure colleagues work on only the most interesting and effective tasks"
53,https://fi.linkedin.com/jobs/view/data-specialist-at-bubb-3732710939?refId=nAn2p2k7G4FIJ8UO%2B64tEQ%3D%3D&trackingId=y5%2FaywAucYWjVx4iEKuMFg%3D%3D&position=4&pageNum=2&trk=public_jobs_jserp-result_search-card,
54,https://fi.linkedin.com/jobs/view/senior-software-engineer-python-aws-at-frg-technology-consulting-3701577675?refId=nAn2p2k7G4FIJ8UO%2B64tEQ%3D%3D&trackingId=gQbGE6mD6PYcwnXwKEV3fg%3D%3D&position=5&pageNum=2&trk=public_jobs_jserp-result_search-card,"Collaborate with cross-functional teams to understand software requirements and translate them into efficient back-end solutions.
Design, develop, test, deploy, and maintain server-side logic using Python, ensuring high performance and responsiveness.
Create and manage APIs for seamless integration with front-end components and third-party services.
Optimize application code for maximum speed and scalability.
Implement security and data protection measures, such as authentication and authorization protocols.
Debug and resolve technical issues in collaboration with the development team.
Stay up-to-date with industry trends and best practices to continuously enhance the quality of our software products."
54,https://fi.linkedin.com/jobs/view/senior-software-engineer-python-aws-at-frg-technology-consulting-3701577675?refId=nAn2p2k7G4FIJ8UO%2B64tEQ%3D%3D&trackingId=gQbGE6mD6PYcwnXwKEV3fg%3D%3D&position=5&pageNum=2&trk=public_jobs_jserp-result_search-card,"Proven experience as a Back End Developer, with a strong portfolio of Python-based projects.
Proficiency in Python programming and a solid understanding of its core principles.
Hands-on experience with AWS services, including but not limited to Lambda, EC2, S3, RDS, and API Gateway.
Familiarity with relational databases (e.g., MySQL, PostgreSQL) and ORM frameworks.
Knowledge of version control systems (e.g., Git) and collaborative development workflows.
Strong problem-solving skills and the ability to troubleshoot complex issues independently.
Excellent communication skills and the ability to work effectively in a collaborative team environment."
54,https://fi.linkedin.com/jobs/view/senior-software-engineer-python-aws-at-frg-technology-consulting-3701577675?refId=nAn2p2k7G4FIJ8UO%2B64tEQ%3D%3D&trackingId=gQbGE6mD6PYcwnXwKEV3fg%3D%3D&position=5&pageNum=2&trk=public_jobs_jserp-result_search-card,"Experience with serverless architecture and microservices.
Knowledge of containerization and orchestration tools (e.g., Docker, Kubernetes).
Understanding of DevOps practices and CI/CD pipelines.
Familiarity with other programming languages, such as Java or Ruby."
55,https://fi.linkedin.com/jobs/view/software-engineer-python-golang-kubernetes-at-canonical-3673791541?refId=nAn2p2k7G4FIJ8UO%2B64tEQ%3D%3D&trackingId=AtCABfHZWktuTTgkz2LYNg%3D%3D&position=6&pageNum=2&trk=public_jobs_jserp-result_search-card,"Write high-quality code to create new features
Debug issues and interact with a vibrant community
Collaborate proactively with a distributed team
Work with helpful and talented engineers including experts in many fields
Work from home with global travel 2 to 4 weeks for internal and external events"
55,https://fi.linkedin.com/jobs/view/software-engineer-python-golang-kubernetes-at-canonical-3673791541?refId=nAn2p2k7G4FIJ8UO%2B64tEQ%3D%3D&trackingId=AtCABfHZWktuTTgkz2LYNg%3D%3D&position=6&pageNum=2&trk=public_jobs_jserp-result_search-card,"You are a Python programmer with interest or experience in Golang
You have experience with Kubernetes
You have strong written and verbal communication skills
You have a Bachelor's or equivalent in Computer Science, STEM or similar degree
You love technology and working with brilliant people"
56,https://fi.linkedin.com/jobs/view/senior-go-engineer-at-iceye-3728325490?refId=nAn2p2k7G4FIJ8UO%2B64tEQ%3D%3D&trackingId=vvpTQ0yDIovkBjtGYbri4w%3D%3D&position=7&pageNum=2&trk=public_jobs_jserp-result_search-card,"Developing our payload downlinking chain currently written with Go and some components with C with the flavor of other supporting languages, tools and frameworks.
You are familiar with the Kubernetes running on top of cloud infrastructure, as the work requires maintaining and improve infrastructure around the service
Following and promoting our agile processes, provide feedback and help to continuously improve them.
Keeping your development skills up to date with recent trends and best practices. 
For senior candidates; Taking ownership of relevant products, gathering feedback from users and creating plans to incorporate it."
56,https://fi.linkedin.com/jobs/view/senior-go-engineer-at-iceye-3728325490?refId=nAn2p2k7G4FIJ8UO%2B64tEQ%3D%3D&trackingId=vvpTQ0yDIovkBjtGYbri4w%3D%3D&position=7&pageNum=2&trk=public_jobs_jserp-result_search-card,"You have software/data engineering professional experience, including contributions to making infrastructure decisions. For senior candidates, we require examples of the positive impact and solid engineering discipline.
A solid hands-on software engineer and you can show it. You get things done, but also know when to take the time to get the design right. You can present the results and metrics about your success.
Enjoy working in a team and have the right mix of getting stuff done and having fun.
Outstanding coding skills with Go and wide experience with other languages too.
Understanding of agile software development methodologies and experience working in an agile team before.
Experience creating CI/CD pipelines as well as working with containers and orchestration. You are familiar with GitOps workflow.
Knowledge of GNU/Linux systems is essential, with shell scripting and networking a plus.
You work mostly in the high abstraction layer, but you are not afraid to jump into the lower abstraction layer to follow communication protocol implementation and work with the code written with C.
Experience working with software security, microservices, containers, AWS/cloud computing and infrastructure as code is required.
Understanding spacecraft domain is considered an advantage, but we value eagerness to learn it in case there is no prior experience"
56,https://fi.linkedin.com/jobs/view/senior-go-engineer-at-iceye-3728325490?refId=nAn2p2k7G4FIJ8UO%2B64tEQ%3D%3D&trackingId=vvpTQ0yDIovkBjtGYbri4w%3D%3D&position=7&pageNum=2&trk=public_jobs_jserp-result_search-card,"A job that matters in a dynamic New Space environment with a scale-up approach
An independent role with a supportive and diverse work environment
Occupational healthcare, occupational and private insurance
A yearly benefit budget to spend as you wish (i.e. on sport, transport, wellness, lunch, etc.)
Relocation support (i.e. flight tickets, accommodation, relocation buddy program)
Time for self-development, research, training, conferences, or certification schemes
Inspiring and collaborating offices and silent workspaces enabling you to focus
Regular internal events for employees (e.g. sports events, team-building events, parties, etc.)
A wide variety of best coffee, tea, snacks, and sweets to accompany your daily space mission"
57,https://fi.linkedin.com/jobs/view/azure-data-engineer-azure-data-architect-at-nigel-frank-international-3686702956?refId=nAn2p2k7G4FIJ8UO%2B64tEQ%3D%3D&trackingId=5oYnYbR2YemFFwLjTbWiww%3D%3D&position=8&pageNum=2&trk=public_jobs_jserp-result_search-card," Azure Data Factory, Azure Data Lake, Azure Databricks, Azure Synapse, Logic Apps, ETL, Data Warehousing, Architecture, Azure Cloud, Power BI
 Strong Finnish communication skills required
 Certifications desired - but not mandatory."
57,https://fi.linkedin.com/jobs/view/azure-data-engineer-azure-data-architect-at-nigel-frank-international-3686702956?refId=nAn2p2k7G4FIJ8UO%2B64tEQ%3D%3D&trackingId=5oYnYbR2YemFFwLjTbWiww%3D%3D&position=8&pageNum=2&trk=public_jobs_jserp-result_search-card," Company shares, paid certifications, salary bonus, food/travel/culture vouchers, company progression, tailored development plans, health-care, insurances, PC equipment."
58,https://fi.linkedin.com/jobs/view/azure-data-engineer-architect-at-nigel-frank-international-3707967913?refId=nAn2p2k7G4FIJ8UO%2B64tEQ%3D%3D&trackingId=VodTD1QtcWHLmYFvit0g7Q%3D%3D&position=9&pageNum=2&trk=public_jobs_jserp-result_search-card," Work Full-stack with Azure technologies such as Power BI and Azure Data Factory.
 Design, implement and improve the client's data analytics solutions for their customers.
 You are involved in the whole process of projects from the design stage to the implementation stage.
 You work as part of a team building modern data platforms and data pipes in Microsoft Azure cloud environments."
58,https://fi.linkedin.com/jobs/view/azure-data-engineer-architect-at-nigel-frank-international-3707967913?refId=nAn2p2k7G4FIJ8UO%2B64tEQ%3D%3D&trackingId=VodTD1QtcWHLmYFvit0g7Q%3D%3D&position=9&pageNum=2&trk=public_jobs_jserp-result_search-card," You have a few years of experience in data warehousing (e.g. ETL) or integrations, and especially in Microsoft SQL Server databases.
 In addition to technical skills, the clients expects you to have experience in teamwork in the customer interface and the ability to promote development work independently.
 They value the experience of Azure, Microsoft on-premises analytics solutions and Master Data Management,
 The desire to learn and develop into a top-class Azure expert.
 Fluency in Finnish & English"
58,https://fi.linkedin.com/jobs/view/azure-data-engineer-architect-at-nigel-frank-international-3707967913?refId=nAn2p2k7G4FIJ8UO%2B64tEQ%3D%3D&trackingId=VodTD1QtcWHLmYFvit0g7Q%3D%3D&position=9&pageNum=2&trk=public_jobs_jserp-result_search-card," Excellent salary & benefits package
 They have built a quality senior team, sourcing only the best talent across Finland to ensure a high quality output
 Always work in project teams, no fire fighting
 Completely Azure based projects in the private sector
 Outsourced boring maintenance work to ensure colleagues work on only the most interesting and effective tasks"
59,https://fi.linkedin.com/jobs/view/data-analyst-at-sok-3733902135?refId=nAn2p2k7G4FIJ8UO%2B64tEQ%3D%3D&trackingId=%2BzjAUNcunhLYsKKChbFKXw%3D%3D&position=10&pageNum=2&trk=public_jobs_jserp-result_search-card,"Saat käyttöösi Suomen laajimmat henkilöstöedut
Tarjoamme hyvinvointi- ja vapaa-ajan edut, mm. ePassi 200 € vuodessa, maksuton kuntosali Ässäkeskuksella ja lakisääteistä kattavampi työterveyshuolto
Hyvästä ja tuloksellisesta tekemistä palkitaan, ja meillä jokainen työntekijä onkin tulospalkkauksen piirissä"
60,https://fi.linkedin.com/jobs/view/azure-data-engineer-architect-at-nigel-frank-international-3708837438?refId=nAn2p2k7G4FIJ8UO%2B64tEQ%3D%3D&trackingId=cW%2BrWx9l%2BSEhQvX0aPCA0Q%3D%3D&position=11&pageNum=2&trk=public_jobs_jserp-result_search-card," Work Full-stack with Azure technologies such as Power BI and Azure Data Factory.
 Design, implement and improve the client's data analytics solutions for their customers.
 You are involved in the whole process of projects from the design stage to the implementation stage.
 You work as part of a team building modern data platforms and data pipes in Microsoft Azure cloud environments."
60,https://fi.linkedin.com/jobs/view/azure-data-engineer-architect-at-nigel-frank-international-3708837438?refId=nAn2p2k7G4FIJ8UO%2B64tEQ%3D%3D&trackingId=cW%2BrWx9l%2BSEhQvX0aPCA0Q%3D%3D&position=11&pageNum=2&trk=public_jobs_jserp-result_search-card," You have a few years of experience in data warehousing (e.g. ETL) or integrations, and especially in Microsoft SQL Server databases.
 In addition to technical skills, the clients expects you to have experience in teamwork in the customer interface and the ability to promote development work independently.
 They value the experience of Azure, Microsoft on-premises analytics solutions and Master Data Management,
 The desire to learn and develop into a top-class Azure expert.
 Fluency in Finnish & English"
60,https://fi.linkedin.com/jobs/view/azure-data-engineer-architect-at-nigel-frank-international-3708837438?refId=nAn2p2k7G4FIJ8UO%2B64tEQ%3D%3D&trackingId=cW%2BrWx9l%2BSEhQvX0aPCA0Q%3D%3D&position=11&pageNum=2&trk=public_jobs_jserp-result_search-card," Excellent salary & benefits package
 They have built a quality senior team, sourcing only the best talent across Finland to ensure a high quality output
 Always work in project teams, no fire fighting
 Completely Azure based projects in the private sector
 Outsourced boring maintenance work to ensure colleagues work on only the most interesting and effective tasks"
